cluster_name	gene	z_score
14	CXCR1	4.186645030975342
14	VNN1	4.145071029663086
14	TNFSF14	3.8629071712493896
14	ANXA3	3.810638666152954
14	CST7	3.502286434173584
14	GPR84	3.47711443901062
14	NFKBID	3.226555347442627
14	IFRD1	3.0537045001983643
14	EGR3	2.8588802814483643
14	VEGFA	2.5765817165374756
15	HSP90AA1	48.44552230834961
15	TIMP1	47.8851203918457
15	NR4A1	47.66242599487305
15	HSPA1A	47.58634948730469
15	HSPA1B	46.4338264465332
15	VEGFA	46.27204132080078
15	HSPB1	44.36613082885742
15	DNAJB1	43.4877815246582
15	PLAUR	43.12324905395508
15	HSPH1	43.02524185180664
15	IL1B	41.253936767578125
15	CCL3	38.89297866821289
15	IER5	38.40952682495117
15	MT-CO1	37.51747131347656
15	DNAJA4	37.29206085205078
15	CXCL8	37.08340835571289
15	JUN	37.07588577270508
15	HSPA6	36.76762008666992
15	BAG3	35.9340934753418
15	MT-CO3	35.35350799560547
15	SGK1	34.958587646484375
15	SPHK1	34.53867721557617
15	PTGS2	34.19199752807617
15	PPP1R15A	33.90763473510742
15	MT-CO2	33.78392028808594
15	CD74	33.7255973815918
15	FOSB	33.225364685058594
15	CXCL2	32.79542541503906
15	MT-ND4	32.36851119995117
15	IL1RN	32.338951110839844
15	SAT1	30.77793312072754
15	CCL4	30.55776023864746
15	HMOX1	30.061946868896484
15	INSIG1	29.708431243896484
15	MT-ATP6	28.891788482666016
15	ZFAND2A	28.275026321411133
15	EREG	28.099212646484375
15	FKBP4	27.914836883544922
15	NR4A2	27.00261878967285
15	MAFF	26.89870834350586
15	ATF3	26.571758270263672
15	DEDD2	26.525894165039062
15	GPR84	26.23778533935547
15	SLAMF7	25.77418327331543
15	GADD45B	25.465744018554688
15	DDIT4	25.332019805908203
15	PURB	25.261486053466797
15	FNIP2	24.915197372436523
15	GLA	24.73865509033203
15	KIFC3	24.6337947845459
15	GBP5	24.52452278137207
16	CD74	21.59975814819336
16	IGHM	21.197463989257812
16	MT-ND6	21.04998207092285
16	NIBAN3	18.966917037963867
16	CD79A	18.483070373535156
16	MS4A1	13.19316291809082
16	IGKC	12.245662689208984
16	LTB	11.641402244567871
16	IGHD	11.009891510009766
16	TNFRSF13C	10.502984046936035
16	ITM2C	9.620261192321777
16	BLK	9.265047073364258
16	CBFA2T3	9.176234245300293
16	CD22	8.621084213256836
16	P2RX5	7.804137706756592
16	FCRL1	7.37474250793457
16	BCL2	7.183809280395508
16	IGHA1	7.06630802154541
16	ADAM28	6.638411045074463
16	SLC2A1	6.555431365966797
16	MAP4K1	6.533156394958496
16	CD79B	6.520077228546143
16	SLC38A1	6.33633279800415
16	PAX5	6.275818347930908
16	MZB1	6.0604119300842285
16	TSPAN33	6.052417755126953
16	CXCR4	5.881899356842041
16	IGHG1	5.788354396820068
16	SEMA7A	5.667603015899658
16	PTGS1	5.43997859954834
16	IKZF3	5.411699295043945
16	TRAF4	5.407380104064941
16	SPIB	5.24896764755249
16	CCND2	5.069093704223633
16	CD69	5.0403876304626465
16	FCHSD2	5.023377418518066
16	MT-CO3	5.016683578491211
16	GATA2	5.003693580627441
16	HSH2D	4.759882926940918
16	SEPTIN1	4.578588485717773
16	TAPBP	4.552709102630615
16	LBH	4.533317565917969
16	MT-ATP6	4.330804824829102
16	IGLC2	4.28446102142334
16	SIGLEC6	4.258973121643066
16	SETBP1	4.1978440284729
16	TXNDC5	4.066752910614014
16	HDC	4.052385330200195
16	MT-ND4	4.040056228637695
16	JCHAIN	4.038663387298584
16	IGHG2	3.873539924621582
17	CLU	11.430110931396484
17	GP1BB	10.47984504699707
17	PPBP	9.591255187988281
17	ELF3	9.258238792419434
17	NRGN	9.017860412597656
17	LMNA	8.735332489013672
17	TACSTD2	8.648725509643555
17	WFDC2	8.573661804199219
17	MPIG6B	7.8586344718933105
17	ITGA2B	7.8483710289001465
17	MUC4	7.624316215515137
17	DMTN	7.426212310791016
17	SLPI	7.380715847015381
